"EntrezID" "Symbol" "A_1_L01_FlowCellA" "A_2_L01_FlowCellA" "A_3_L01_FlowCellA" "A_4_L01_FlowCellA" "A_5_L01_FlowCellA" "B_1_L01_FlowCellA" "B_2_L01_FlowCellA" "B_3_L01_FlowCellA" "B_4_L01_FlowCellA" "B_5_L01_FlowCellB"
"45246" "441273" "SPDYE2" 13 10 11 11 13 6 7 7 5 2
"45247" "100310812" "SPDYE2L" 0 3 6 2 4 1 1 1 1 1
"45248" "441272" "SPDYE3" 0 0 2 3 2 0 0 1 0 0
"45249" "388333" "SPDYE4" 0 0 0 0 0 0 0 0 0 0
"45250" "442590" "SPDYE5" 6 1 7 13 7 3 3 4 2 2
"45251" "729597" "SPDYE6" 30 20 26 28 36 21 17 14 6 11
"45252" "441251" "SPDYE7P" 0 1 0 0 1 1 5 3 0 2
"45253" "389517" "SPDYE8P" 0 0 0 0 1 0 1 2 1 1
"45331" "25876" "SPEF1" 2 1 1 4 0 30 29 37 22 14
"45332" "79925" "SPEF2" 13 20 13 20 19 74 62 70 49 49
"45333" "10290" "SPEG" 161 108 152 136 110 525 471 494 348 242
"45335" "23013" "SPEN" 543 506 615 717 527 698 672 698 575 424
"45399" "220082" "SPERT" 0 0 0 0 0 0 0 0 0 0
"45474" "80208" "SPG11" 185 148 177 227 210 149 167 180 127 113
"45475" "23111" "SPG20" 222 174 229 254 258 388 385 439 339 315
"45476" "51324" "SPG21" 402 319 427 502 416 217 191 202 158 127
"45477" "6687" "SPG7" 571 510 569 688 575 599 537 613 463 342
"45478" "8877" "SPHK1" 256 214 250 286 211 17 21 22 21 11
"45479" "56848" "SPHK2" 82 70 74 91 45 287 228 230 172 118
"45480" "80309" "SPHKAP" 0 0 0 0 0 470 518 549 381 390
"45481" "6688" "SPI1" 15 13 8 32 13 50 40 34 32 17
"45482" "6689" "SPIB" 4 8 7 1 4 0 1 1 0 0
"45483" "121599" "SPIC" 0 0 0 0 0 0 0 0 0 0
"45484" "10927" "SPIN1" 453 344 462 540 476 967 884 997 796 648
"45486" "169981" "SPIN3" 62 56 76 105 82 190 155 197 137 108
"45487" "139886" "SPIN4" 93 77 81 95 120 16 15 21 15 10
"45488" "153218" "SPINK13" 4 3 6 12 4 3 2 1 1 1
"45489" "408187" "SPINK14" 0 0 0 0 0 0 0 0 0 0
"45490" "6691" "SPINK2" 1 3 1 0 0 1 0 2 0 1
"45491" "27290" "SPINK4" 0 3 2 1 0 0 0 0 0 0
"45492" "11005" "SPINK5" 22 16 30 28 23 5 5 0 0 4
"45493" "404203" "SPINK6" 0 0 0 1 0 10 3 4 4 3
"45494" "84651" "SPINK7" 0 0 0 0 0 0 0 0 0 0
"45495" "646424" "SPINK8" 0 0 0 0 1 0 2 0 0 0
"45496" "643394" "SPINK9" 0 0 0 0 0 0 2 3 0 0
"45498" "6692" "SPINT1" 85 85 100 108 75 36 33 41 17 23
"45500" "10816" "SPINT3" 0 0 0 0 0 0 0 0 0 0
"45501" "391253" "SPINT4" 0 0 0 0 0 0 0 0 0 0
"45502" "56907" "SPIRE1" 173 161 200 246 204 582 582 645 531 426
"45503" "84501" "SPIRE2" 178 181 171 223 153 244 266 266 174 126
"45506" "124976" "SPNS2" 18 9 12 10 12 338 311 357 239 174
"45507" "201305" "SPNS3" 25 14 17 16 16 4 4 4 1 0
"45508" "23626" "SPO11" 0 0 0 0 0 0 0 0 0 0
"45514" "90853" "SPOCD1" 51 40 37 51 47 13 12 10 9 8
"45516" "6695" "SPOCK1" 299 240 344 396 320 3183 3240 3549 2698 2167
"45517" "9806" "SPOCK2" 85 48 73 84 69 4355 4116 4163 3330 2477
"45518" "50859" "SPOCK3" 0 0 1 0 3 586 642 694 546 511
"45548" "10418" "SPON1" 17 10 24 23 22 269 240 216 196 160
"45549" "10417" "SPON2" 115 100 121 149 101 72 76 70 41 34
"45552" "8405" "SPOP" 244 194 231 303 237 368 347 396 283 253
"45554" "339745" "SPOPL" 97 72 103 137 118 127 127 141 109 101
"45775" "6696" "SPP1" 709 624 812 943 811 1590 1588 1851 1393 1117
"45776" "6694" "SPP2" 0 0 0 0 0 0 0 0 0 0
"45777" "84888" "SPPL2A" 117 82 120 122 140 33 40 37 31 22
"45778" "121665" "SPPL3" 202 191 199 232 196 315 329 354 269 199
"45779" "6697" "SPR" 164 120 159 184 144 45 52 43 41 23
"45780" "161742" "SPRED1" 39 39 47 50 43 64 74 57 55 39
"45781" "200734" "SPRED2" 310 261 271 330 256 259 260 292 252 172
"45782" "399473" "SPRED3" 5 5 6 4 6 15 20 18 10 6
"45783" "503542" "SPRN" 2 1 1 0 1 3 6 8 5 1
"45784" "399833" "SPRNP1" 2 0 1 1 0 10 16 20 16 9
"45785" "6698" "SPRR1A" 1 0 0 0 0 0 0 0 0 0
"45786" "6699" "SPRR1B" 0 0 0 0 0 0 0 0 0 0
"45787" "6700" "SPRR2A" 0 0 0 0 0 0 0 0 0 0
"45788" "6701" "SPRR2B" 0 0 0 0 0 0 0 0 0 0
"45789" "6702" "SPRR2C" 0 0 0 0 0 0 0 0 0 0
"45790" "6703" "SPRR2D" 1 0 2 0 0 0 0 0 0 0
"45791" "6704" "SPRR2E" 0 0 0 0 0 0 0 0 0 0
"45792" "6705" "SPRR2F" 1 0 1 0 0 0 0 0 0 0
"45793" "6706" "SPRR2G" 0 0 0 0 0 0 0 0 0 0
"45794" "6707" "SPRR3" 0 0 0 0 0 0 0 0 0 0
"45795" "163778" "SPRR4" 0 0 0 0 0 0 0 0 0 0
"45796" "10252" "SPRY1" 106 92 135 129 107 40 47 39 38 22
"45797" "10253" "SPRY2" 181 227 269 257 243 396 366 378 332 278
"45798" "10251" "SPRY3" 1 0 0 0 0 5 2 4 7 6
"45800" "81848" "SPRY4" 272 221 276 266 261 107 124 145 97 76
"45801" "84926" "SPRYD3" 123 88 115 121 109 978 934 906 702 604
"45802" "283377" "SPRYD4" 0 0 0 0 0 0 0 0 0 0
"45805" "80176" "SPSB1" 85 55 62 80 56 50 57 47 36 43
"45806" "84727" "SPSB2" 43 35 26 59 30 27 23 34 20 5
"45807" "92369" "SPSB4" 25 21 21 23 22 8 6 12 8 5
"45808" "6708" "SPTA1" 80 68 86 118 86 0 0 0 0 0
"45809" "6709" "SPTAN1" 1238 1019 1355 1459 1220 5502 5445 5722 4240 3261
"45810" "6710" "SPTB" 102 84 101 110 89 1002 951 979 749 524
"45811" "6711" "SPTBN1" 1767 1429 1869 1999 1719 5076 4851 4984 3929 3090
"45812" "6712" "SPTBN2" 489 366 498 538 457 2314 2181 2227 1657 1233
"45813" "57731" "SPTBN4" 14 7 19 13 10 1153 1100 1116 834 581
"45814" "51332" "SPTBN5" 15 7 13 12 13 195 167 203 125 100
"45815" "10558" "SPTLC1" 297 220 315 371 331 255 223 305 225 177
"45816" "9517" "SPTLC2" 205 182 222 281 219 486 452 483 372 325
"45817" "55304" "SPTLC3" 79 68 88 99 101 8 5 7 5 6
"45818" "144108" "SPTY2D1" 85 76 111 115 128 65 48 71 48 41
"45999" "84654" "SPZ1" 0 0 0 0 0 0 0 0 0 0
"46000" "6713" "SQLE" 572 530 685 776 645 230 231 279 185 164
"46001" "8878" "SQSTM1" 867 666 857 941 743 902 916 952 693 542
"46003" "55133" "SRBD1" 93 96 78 112 125 20 27 24 24 21
"46004" "6714" "SRC" 240 206 282 287 213 213 213 212 149 116
"46006" "80725" "SRCIN1" 58 41 45 49 36 1458 1466 1467 1056 762
"46007" "136853" "SRCRB4D" 41 17 31 24 15 7 6 2 6 1
"46008" "6715" "SRD5A1" 120 103 144 151 124 100 82 101 81 63
"46009" "6719" "SRD5A1P1" 4 1 4 5 3 3 0 3 3 3
"46010" "6716" "SRD5A2" 0 1 0 0 0 0 0 0 1 0
"46011" "79644" "SRD5A3" 71 58 82 94 86 62 60 59 40 46
"46012" "6720" "SREBF1" 919 755 874 961 746 536 494 545 401 273
"46013" "6721" "SREBF2" 1299 1043 1306 1438 1190 2170 2074 2312 1609 1223
"46014" "6722" "SRF" 329 274 331 366 264 261 240 243 201 131
"46015" "153443" "SRFBP1" 54 57 63 59 64 30 24 34 25 14
"46016" "57522" "SRGAP1" 92 77 75 110 93 96 85 70 58 44
"46017" "23380" "SRGAP2" 364 301 360 399 365 1347 1309 1443 1058 841
"46020" "9901" "SRGAP3" 28 21 29 58 32 955 830 920 718 579
"46021" "5552" "SRGN" 84 92 116 122 140 154 151 215 142 126
"46022" "6717" "SRI" 203 164 225 264 223 423 430 522 384 404
"46023" "6345" "SRL" 1 0 1 1 0 6 15 10 11 2
"46024" "6723" "SRM" 724 598 658 795 587 188 204 222 141 117
"46025" "326269" "SRMP2" 0 0 0 0 0 0 0 0 0 0
"46026" "6725" "SRMS" 8 9 3 5 2 5 13 3 2 3
"46027" "6727" "SRP14" 528 490 599 646 625 720 649 768 594 469
"46028" "6729" "SRP54" 342 281 377 454 396 190 201 231 172 132
"46029" "6730" "SRP68" 553 495 597 697 532 423 436 439 399 277
"46030" "6731" "SRP72" 506 493 574 710 621 316 294 333 264 246
"46031" "6726" "SRP9" 137 140 183 213 199 150 136 154 120 100
"46033" "6732" "SRPK1" 216 208 234 263 236 80 84 79 74 64
"46034" "6733" "SRPK2" 257 250 279 334 309 830 820 940 683 629
"46035" "6734" "SRPR" 583 479 555 627 593 253 223 303 222 144
"46036" "58477" "SRPRB" 305 247 274 360 335 147 118 142 147 96
"46037" "8406" "SRPX" 166 125 169 174 158 68 48 63 39 30
"46038" "27286" "SRPX2" 17 22 26 25 11 6 5 8 5 1
"46039" "63826" "SRR" 35 30 34 43 56 33 41 36 33 21
"46040" "402055" "SRRD" 61 49 74 65 75 66 70 79 58 56
"46041" "10250" "SRRM1" 632 609 759 832 715 518 560 580 467 390
"46042" "23524" "SRRM2" 5257 4246 5170 5887 4692 4208 4124 4410 3290 2448
"46043" "222183" "SRRM3" 42 39 48 79 50 844 851 860 663 460
"46044" "84530" "SRRM4" 0 3 1 3 2 759 766 848 596 507
"46045" "51593" "SRRT" 823 677 825 882 754 499 481 479 393 307
"46046" "6426" "SRSF1" 1613 1382 1821 2191 1998 807 876 921 686 604
"46047" "10772" "SRSF10" 103 103 111 140 152 21 35 41 30 30
"46048" "171472" "SRSF10P2" 0 0 0 0 0 0 0 0 0 0
"46049" "9295" "SRSF11" 1157 1036 1339 1486 1504 1045 968 1258 878 878
"46050" "135295" "SRSF12" 8 10 9 10 8 54 50 65 56 44
"46051" "6427" "SRSF2" 645 586 742 844 824 256 275 330 242 252
"46053" "6428" "SRSF3" 1108 988 1230 1401 1366 545 534 594 457 446
"46054" "6429" "SRSF4" 685 580 699 812 728 394 402 419 351 284
"46055" "6430" "SRSF5" 367 326 422 506 491 560 566 650 514 512
"46056" "6431" "SRSF6" 723 639 817 903 849 461 469 498 389 330
"46057" "6432" "SRSF7" 731 659 845 950 856 412 341 400 304 250
"46058" "10929" "SRSF8" 179 145 173 200 189 276 261 352 206 213
"46059" "8683" "SRSF9" 462 374 451 533 451 190 168 176 160 118
"46060" "54021" "SRSF9P1" 5 1 5 2 1 0 1 0 2 0
"46061" "6736" "SRY" 0 1 0 0 0 0 0 0 0 0
"46062" "6760" "SS18" 313 264 326 381 354 161 185 192 139 145
"46063" "26039" "SS18L1" 209 169 217 201 201 285 276 288 249 183
"46064" "51188" "SS18L2" 67 54 73 79 76 73 73 70 54 56
"46065" "6741" "SSB" 451 374 499 596 574 205 229 254 189 142
"46067" "23635" "SSBP2" 153 112 162 187 182 246 234 259 176 187
"46068" "23648" "SSBP3" 53 43 33 51 41 100 76 84 57 55
"46069" "170463" "SSBP4" 243 203 197 214 113 250 208 187 152 84
"46070" "284297" "SSC5D" 26 15 22 21 27 46 39 34 32 30
"46071" "6744" "SSFA2" 579 484 638 711 668 779 743 870 678 587
"46072" "54434" "SSH1" 311 253 309 376 332 365 364 401 304 192
"46073" "85464" "SSH2" 178 138 184 204 186 199 188 221 180 140
"46074" "54961" "SSH3" 200 155 196 235 152 216 215 205 164 85
"46075" "8636" "SSNA1" 225 206 215 226 207 224 206 200 173 109
"46076" "8082" "SSPN" 20 13 16 26 22 101 94 134 79 84
"46077" "23145" "SSPO" 13 5 14 11 9 64 65 54 45 37
"46078" "6746" "SSR2" 804 673 818 937 797 258 273 283 209 177
"46079" "6747" "SSR3" 822 794 951 1076 990 342 328 348 273 226
"46080" "6748" "SSR4" 799 621 693 877 700 217 200 198 171 117
"46081" "6749" "SSRP1" 1360 1236 1470 1682 1466 458 392 410 324 283
"46083" "6750" "SST" 1 0 0 0 0 100 88 80 75 39
"46084" "6751" "SSTR1" 30 28 23 31 45 91 101 84 76 73
"46086" "6753" "SSTR3" 18 11 10 15 14 35 42 35 34 26
"46087" "6754" "SSTR4" 0 0 0 0 0 9 2 2 6 0
"46088" "6755" "SSTR5" 23 18 22 22 17 1 0 1 1 0
"46089" "29101" "SSU72" 550 421 548 637 477 539 472 563 419 283
"46090" "6756" "SSX1" 8 4 9 12 11 0 0 0 0 0
"46091" "6757" "SSX2" 8 7 9 13 9 0 0 0 0 0
"46092" "727837" "SSX2B" 3 1 1 4 1 0 0 0 0 0
"46093" "117178" "SSX2IP" 210 159 220 245 260 497 495 586 422 395
"46094" "10214" "SSX3" 0 0 0 0 0 0 0 0 0 0
"46095" "6759" "SSX4" 0 0 0 1 1 0 0 0 0 0
"46096" "548313" "SSX4B" 0 0 0 0 1 0 0 0 0 0
"46097" "6758" "SSX5" 0 0 0 0 0 0 0 0 0 0
"46098" "280657" "SSX6" 3 0 3 1 3 0 0 0 0 0
"46099" "280658" "SSX7" 0 0 0 0 0 0 0 0 0 0
"46100" "280659" "SSX8" 0 0 0 1 0 0 0 0 0 0
"46101" "280660" "SSX9" 0 0 0 0 0 0 0 0 0 0
"46102" "100287603" "SSXP10" 1 0 0 0 0 0 0 0 0 0
"46103" "326590" "SSXP7" 0 0 0 0 0 0 0 0 0 0
"46104" "6767" "ST13" 624 477 657 769 702 679 702 784 615 549
"46106" "9705" "ST18" 0 1 2 1 2 546 532 551 409 360
"46108" "6482" "ST3GAL1" 248 175 285 292 263 131 117 150 113 72
"46109" "6483" "ST3GAL2" 310 215 276 327 284 200 191 189 139 114
"46110" "6487" "ST3GAL3" 93 74 87 95 79 193 190 209 151 122
"46111" "6484" "ST3GAL4" 410 305 368 410 326 144 122 150 118 99
"46112" "8869" "ST3GAL5" 114 84 126 159 110 349 337 369 272 237
"46113" "10402" "ST3GAL6" 212 200 242 326 287 109 105 139 101 75
"46114" "6764" "ST5" 159 111 153 199 165 254 229 260 236 148
"46115" "6480" "ST6GAL1" 398 356 441 474 481 209 189 196 158 128
"46116" "84620" "ST6GAL2" 8 7 14 10 12 58 83 72 66 57
"46117" "55808" "ST6GALNAC1" 34 30 41 46 42 13 12 8 14 11
"46118" "10610" "ST6GALNAC2" 100 89 80 115 93 3 8 5 1 1
"46119" "256435" "ST6GALNAC3" 3 11 15 25 11 15 11 24 12 7
"46120" "27090" "ST6GALNAC4" 166 138 124 176 140 80 78 72 50 44
"46121" "81849" "ST6GALNAC5" 17 14 11 15 12 72 80 104 78 59
"46123" "54879" "ST7L" 70 61 95 94 91 74 89 87 63 59
"46127" "6489" "ST8SIA1" 22 24 35 30 22 270 239 275 214 191
"46129" "51046" "ST8SIA3" 4 3 4 5 5 852 874 936 706 573
"46130" "7903" "ST8SIA4" 80 65 98 117 119 28 34 26 34 17
"46131" "29906" "ST8SIA5" 8 2 7 5 6 153 143 168 118 88
"46132" "338596" "ST8SIA6" 15 11 7 15 16 8 8 10 3 6
"46133" "23166" "STAB1" 3 2 2 4 1 140 134 158 114 90
"46134" "55576" "STAB2" 3 2 2 3 1 2 2 0 0 1
"46139" "6769" "STAC" 25 18 22 24 24 32 34 32 28 28
"46140" "342667" "STAC2" 9 5 5 15 11 461 488 535 364 277
"46156" "10274" "STAG1" 136 118 155 179 170 118 107 128 79 95
"46157" "10735" "STAG2" 619 518 700 773 784 393 460 502 360 372
"46160" "442582" "STAG3L2" 75 79 80 93 130 82 77 77 60 50
"46162" "64940" "STAG3L4" 69 58 77 85 89 35 42 57 33 24
"46189" "8027" "STAM" 166 142 194 194 181 229 249 267 199 155
"46190" "10254" "STAM2" 107 91 104 131 103 142 108 153 145 109
"46193" "10617" "STAMBP" 211 195 256 268 256 183 162 206 158 144
"46203" "26228" "STAP1" 0 0 0 0 1 1 1 1 0 0
"46204" "55620" "STAP2" 103 83 87 93 80 18 8 9 13 12
"46209" "6770" "STAR" 38 30 53 55 52 25 31 24 20 20
"46222" "90627" "STARD13" 66 61 69 73 82 173 170 162 126 113
"46223" "10948" "STARD3" 289 223 298 327 269 285 251 275 196 149
"46224" "83930" "STARD3NL" 151 116 154 188 177 167 160 202 146 122
"46225" "134429" "STARD4" 299 230 343 370 385 260 289 285 233 218
"46226" "80765" "STARD5" 29 14 17 14 16 13 15 19 15 10
"46227" "147323" "STARD6" 0 1 1 0 0 2 0 1 0 1
"46228" "56910" "STARD7" 803 676 848 1072 920 807 749 849 656 514
"46229" "9754" "STARD8" 97 67 73 92 66 71 64 64 38 47
"46230" "57519" "STARD9" 116 109 129 118 110 245 233 269 177 132
"46319" "6772" "STAT1" 400 365 481 558 468 433 458 476 384 330
"46320" "6773" "STAT2" 300 238 309 410 304 533 470 515 359 314
"46321" "6774" "STAT3" 696 618 672 895 724 598 603 638 466 392
"46322" "6775" "STAT4" 5 3 4 9 6 127 108 125 87 72
"46323" "6776" "STAT5A" 1003 885 1046 1160 1021 76 63 78 61 44
"46324" "6777" "STAT5B" 610 540 685 757 673 596 609 628 514 453
"46325" "6778" "STAT6" 395 332 386 423 378 154 117 131 92 78
"46331" "6780" "STAU1" 861 689 907 1134 993 561 537 585 483 374
"46400" "6781" "STC1" 172 161 226 262 204 22 27 23 16 10
"46401" "8614" "STC2" 854 709 844 1010 912 21 14 18 12 21
"46402" "26872" "STEAP1" 32 41 52 53 53 5 7 8 4 6
"46403" "261729" "STEAP2" 27 23 19 37 37 254 266 281 229 206
"46404" "55240" "STEAP3" 262 222 251 311 266 65 52 64 40 26
"46405" "79689" "STEAP4" 19 19 29 28 24 3 12 4 5 4
"46646" "474171" "STGC3" 1 0 1 0 0 0 0 0 0 1
"46647" "246744" "STH" 0 0 0 0 0 3 2 1 1 0
"46649" "6786" "STIM1" 278 247 302 361 291 493 502 565 424 314
"46650" "57620" "STIM2" 154 90 145 166 151 173 186 187 179 135
"46651" "10963" "STIP1" 1239 1023 1299 1442 1250 634 597 665 497 355
"46652" "6793" "STK10" 168 147 185 170 165 228 215 245 181 122
"46653" "6794" "STK11" 462 328 414 456 288 606 527 557 372 300
"46654" "114790" "STK11IP" 134 115 139 152 124 209 181 193 131 115
"46655" "8576" "STK16" 122 98 108 133 119 86 80 99 63 45
"46656" "9263" "STK17A" 113 80 85 124 105 36 32 35 33 32
"46657" "9262" "STK17B" 134 111 141 202 199 53 49 53 45 34
"46659" "373159" "STK19P" 3 1 7 2 2 3 0 2 1 0
"46660" "8428" "STK24" 576 474 626 674 598 370 381 413 329 249
"46661" "10494" "STK25" 109 80 109 106 85 124 120 133 110 72
"46662" "6788" "STK3" 122 71 106 113 108 34 30 47 29 27
"46663" "56164" "STK31" 2 0 1 2 0 4 8 4 5 2
"46664" "202374" "STK32A" 59 36 81 79 67 81 72 121 79 65
"46665" "55351" "STK32B" 38 30 54 54 30 18 16 16 12 8
"46666" "282974" "STK32C" 83 58 76 71 80 233 205 249 159 121
"46667" "65975" "STK33" 7 9 6 14 14 23 24 28 17 21
"46668" "140901" "STK35" 347 314 353 369 305 265 294 293 222 189
"46669" "27148" "STK36" 181 128 182 208 175 134 136 143 133 109
"46670" "11329" "STK38" 302 272 346 376 363 122 107 105 90 86
"46671" "23012" "STK38L" 143 112 147 180 184 162 154 190 136 132
"46672" "27347" "STK39" 185 166 209 253 210 465 475 522 385 321
"46673" "6789" "STK4" 336 284 324 376 343 152 155 191 132 115
"46674" "7955" "STL" 1 2 5 1 3 1 2 2 3 3
"46675" "3925" "STMN1" 1668 1580 1948 2157 2057 2619 2610 3003 2331 1930
"46676" "11075" "STMN2" 0 3 1 2 1 3283 3304 3542 2803 2363
"46677" "50861" "STMN3" 432 332 399 459 383 2277 2099 2307 1665 1169
"46678" "81551" "STMN4" 0 0 0 0 0 914 898 943 726 622
"46720" "2040" "STOM" 538 447 690 744 672 533 581 587 405 431
"46722" "9399" "STOML1" 51 47 42 48 45 221 225 204 194 144
"46723" "30968" "STOML2" 645 500 623 732 650 239 230 257 186 122
"46724" "161003" "STOML3" 0 1 0 0 0 1 1 0 1 0
"46725" "286749" "STON1-GTF2A1L" 46 38 50 65 65 67 77 91 52 66
"46726" "85439" "STON2" 90 78 83 111 92 148 134 142 126 104
"46856" "219736" "STOX1" 22 13 16 23 20 69 63 98 62 44
"46857" "56977" "STOX2" 9 6 10 16 12 155 198 181 135 110
"46941" "201254" "STRA13" 224 187 186 235 199 104 119 116 81 65
"46942" "64220" "STRA6" 52 47 49 67 61 4 2 3 1 3
"46943" "346673" "STRA8" 0 0 0 0 0 0 0 0 0 0
"46944" "92335" "STRADA" 112 106 128 136 127 196 165 173 129 103
"46945" "55437" "STRADB" 117 93 109 125 129 66 71 87 57 39
"46946" "11171" "STRAP" 913 746 937 1076 960 524 529 671 491 412
"46949" "554225" "STRCP1" 3 2 0 1 1 37 30 40 26 18
"46950" "6801" "STRN" 197 196 234 278 251 363 372 452 347 282
"46951" "29966" "STRN3" 92 73 103 115 105 84 78 98 59 53
"46952" "29888" "STRN4" 542 446 515 611 469 464 434 422 282 235
"46953" "412" "STS" 344 314 382 424 380 228 235 295 231 138
"46955" "201595" "STT3B" 1082 882 1131 1381 1216 364 381 411 336 293
"46956" "10273" "STUB1" 182 123 157 189 133 286 233 264 176 122
"47030" "8677" "STX10" 251 183 230 242 191 137 118 156 97 80
"47031" "8676" "STX11" 7 6 9 9 4 7 4 6 1 5
"47032" "23673" "STX12" 143 97 162 171 150 478 508 533 406 382
"47034" "55014" "STX17" 173 151 228 237 197 170 198 189 144 129
"47035" "53407" "STX18" 100 88 82 111 82 99 84 90 83 68
"47036" "415117" "STX19" 1 0 0 0 2 0 2 0 1 0
"47037" "6804" "STX1A" 99 70 82 119 77 710 697 680 517 418
"47039" "2054" "STX2" 174 133 220 196 184 85 97 91 77 67
"47040" "6810" "STX4" 176 129 180 190 161 176 166 192 126 85
"47041" "6811" "STX5" 198 175 206 221 204 220 165 208 130 114
"47042" "10228" "STX6" 250 215 326 297 296 298 324 334 249 244
"47043" "8417" "STX7" 212 174 246 301 269 500 513 619 462 371
"47044" "9482" "STX8" 59 67 68 98 81 86 106 88 93 71
"47045" "6812" "STXBP1" 399 305 348 409 350 2695 2464 2758 2078 1583
"47046" "6813" "STXBP2" 351 262 304 325 249 58 46 45 44 38
"47047" "6814" "STXBP3" 156 119 177 216 222 217 236 250 168 219
"47048" "252983" "STXBP4" 38 32 53 49 57 18 16 29 17 21
"47049" "134957" "STXBP5" 189 175 255 245 255 449 423 474 355 342
"47050" "9515" "STXBP5L" 15 18 11 16 15 624 595 705 531 480
"47051" "29091" "STXBP6" 50 35 39 51 53 240 237 282 231 198
"47077" "55359" "STYK1" 5 4 10 5 5 31 36 31 34 16
"47119" "6815" "STYX" 141 121 158 174 178 49 42 54 29 38
"47123" "10923" "SUB1" 503 402 631 641 700 536 461 698 473 474
"47124" "728938" "SUB1P1" 78 58 76 67 77 39 37 42 30 21
"47129" "8803" "SUCLA2" 171 116 173 198 188 390 369 434 323 301
"47130" "646520" "SUCLA2P1" 19 18 33 31 30 46 43 66 45 42
"47131" "8802" "SUCLG1" 334 279 339 360 366 318 308 411 272 230
"47132" "8801" "SUCLG2" 163 141 176 210 174 48 42 62 42 43
"47133" "56670" "SUCNR1" 3 1 2 0 2 0 0 0 0 0
"47138" "64426" "SUDS3" 259 236 328 348 288 203 170 187 154 119
"47143" "51684" "SUFU" 110 91 110 128 81 116 122 122 94 55
"47151" "10910" "SUGT1" 164 120 138 161 153 99 124 139 89 91
"47191" "23213" "SULF1" 64 52 78 88 73 91 72 82 70 46
"47192" "55959" "SULF2" 722 602 778 839 707 296 253 326 258 181
"47194" "6817" "SULT1A1" 141 123 139 160 133 217 169 221 127 122
"47195" "6799" "SULT1A2" 22 17 30 27 21 15 18 14 10 14
"47196" "27284" "SULT1B1" 1 0 0 0 1 4 6 5 0 3
"47197" "6819" "SULT1C2" 47 42 68 73 63 2 4 1 2 1
"47198" "442038" "SULT1C3" 0 0 0 0 0 0 0 0 0 0
"47199" "27233" "SULT1C4" 17 3 9 16 14 43 44 52 38 39
"47201" "6822" "SULT2A1" 58 70 64 90 84 0 0 0 0 0
"47202" "6820" "SULT2B1" 19 13 13 20 21 8 7 3 1 4
"47203" "25830" "SULT4A1" 30 14 17 18 22 1304 1216 1362 974 806
"47204" "391365" "SULT6B1" 0 0 0 0 0 0 0 0 0 0
"47213" "285362" "SUMF1" 100 66 100 110 98 48 48 51 45 35
"47214" "25870" "SUMF2" 343 276 350 412 387 125 128 130 111 96
"47219" "7341" "SUMO1" 287 238 325 305 307 264 282 286 220 201
"47220" "391257" "SUMO1P1" 0 0 0 0 0 0 0 0 0 0
"47221" "474338" "SUMO1P3" 109 73 86 115 108 72 72 86 57 56
"47222" "6613" "SUMO2" 426 359 507 580 577 309 308 375 306 251
"47223" "285829" "SUMO2P1" 229 207 255 257 283 132 142 181 123 124
"47224" "6612" "SUMO3" 447 412 480 555 453 331 331 354 259 209
"47225" "387082" "SUMO4" 0 1 0 0 0 1 0 1 0 0
"47235" "256979" "SUN3" 0 0 0 0 0 0 0 1 0 2
"47236" "140732" "SUN5" 0 0 0 0 0 0 0 0 0 0
"47252" "6821" "SUOX" 93 66 103 99 109 114 87 120 78 59
"47259" "11198" "SUPT16H" 971 850 1125 1262 1104 490 542 587 445 369
"47260" "8464" "SUPT3H" 67 58 69 69 74 47 44 53 40 48
"47261" "6827" "SUPT4H1" 53 34 54 60 60 38 33 48 15 24
"47262" "6829" "SUPT5H" 719 598 671 870 706 987 975 956 776 571
"47263" "6830" "SUPT6H" 700 565 724 817 667 748 711 733 526 442
"47264" "9913" "SUPT7L" 227 221 260 321 238 298 273 310 218 210
"47265" "6832" "SUPV3L1" 135 132 172 206 188 144 130 120 96 89
"47277" "6834" "SURF1" 161 127 171 178 151 137 118 139 81 67
"47279" "6836" "SURF4" 325 286 312 336 275 93 106 108 89 54
"47296" "64420" "SUSD1" 83 53 56 72 74 46 46 43 31 35
"47297" "56241" "SUSD2" 21 27 33 35 16 20 23 20 10 14
"47298" "203328" "SUSD3" 13 11 10 13 6 6 2 4 5 2
"47299" "55061" "SUSD4" 15 14 20 30 12 212 241 235 192 144
"47300" "26032" "SUSD5" 8 0 4 4 4 92 86 118 73 73
"47356" "6839" "SUV39H1" 109 98 125 117 124 42 35 45 28 20
"47357" "79723" "SUV39H2" 32 29 35 48 26 6 11 6 9 11
"47358" "51111" "SUV420H1" 233 192 254 311 272 279 297 320 236 209
"47359" "84787" "SUV420H2" 158 104 157 151 115 74 57 80 58 42
"47381" "23512" "SUZ12" 319 294 394 473 464 118 165 167 137 119
"47385" "9900" "SV2A" 199 156 163 217 197 2301 2267 2541 1821 1416
"47386" "9899" "SV2B" 2 6 6 3 4 1959 1941 2130 1478 1367
"47387" "22987" "SV2C" 0 2 0 1 1 146 147 137 113 95
"47388" "79987" "SVEP1" 30 51 42 63 35 134 126 148 103 93
"47389" "6840" "SVIL" 123 110 138 127 100 37 48 41 35 28
"47390" "258010" "SVIP" 130 106 145 149 160 258 231 330 222 219
"47391" "55530" "SVOP" 3 3 0 5 2 525 455 523 404 306
"47392" "136306" "SVOPL" 2 0 7 2 2 0 3 1 1 2
